Sr ,Degree 1,Degree 1 SpeCializations,Campus,Key Skills
10028,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10029,B E ,Mechanical,MITCOE,CATIA
10030,B E ,Mechanical,MITAOE,CATIA
10031,B E ,Mechanical,MITAOE,CATIA
10032,B E ,Mechanical,MITAOE,"CAD,CAM"
10033,B E ,Mechanical,MITAOE,AUTOCAD
10034,B E ,Mechanical,MITCOE,AUTOCAD
10035,B E ,Mechanical,MITAOE,"ProE,CATIA"
10036,B E ,Mechanical,MITAOE,"ProE,CATIA"
10037,B E ,Mechanical,MITAOE,"ProE,CATIA"
10038,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10039,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10040,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10041,B E ,Electronics  Telecommunication Engineering,MITCOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10042,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10043,B E ,Mechanical,MITAOE,CATIA
10044,B E ,Mechanical,MITCOE,CATIA
10045,B E ,Mechanical,MITAOE,CATIA
10046,B E ,Mechanical,MITCOE,CATIA
10047,B E ,Mechanical,MITCOE,CATIA
10048,B E ,Mechanical,MITAOE,CATIA
10049,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10050,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10051,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10052,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10053,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10054,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10055,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10056,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10057,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10058,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10059,B E ,Mechanical,MITAOE,AUTOCAD
10060,B E ,Mechanical,MITCOE,"CAD,CAM"
10061,B E ,Mechanical,MITCOE,AUTOCAD
10062,B E ,Mechanical,MITAOE,"CAD,CAM"
10063,B E ,Mechanical,MITAOE,"CAD,CAM"
10064,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10065,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10066,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10067,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10068,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10069,B E ,Mechanical,MITCOE,"ProE,CATIA"
10070,B E ,Mechanical,MITCOE,"ProE,CATIA"
10071,B E ,Mechanical,MITAOE,"ProE,CATIA"
10072,B E ,Mechanical,MITAOE,"ProE,CATIA"
10073,B E ,Mechanical,MITCOE,"ProE,CATIA"
10074,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10075,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10076,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10077,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10078,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10079,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10080,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10081,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10082,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10083,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10084,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10085,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10086,B E ,Civil Engineering,MITAOE,"MSCIT, Leadership, AUTOCAD"
10087,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
10088,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
10089,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
10090,B E ,Computer Science  Engineering,MITAOE,"C, Javas, MATLAB, MySQL"
10091,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
10092,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
10093,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
10094,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10095,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10096,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10097,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10098,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10099,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10100,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
10101,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
10102,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
10103,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
10104,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10105,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10106,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10107,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10108,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10109,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
10110,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10111,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10112,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10113,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10114,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10115,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10116,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10117,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10118,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
10119,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10120,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10121,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10122,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10123,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10124,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
10125,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
10126,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
10127,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10128,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10129,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10130,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10131,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10132,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10133,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10134,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10135,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
10136,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10137,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10138,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10139,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10140,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10141,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10142,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10143,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
10144,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10145,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10146,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10147,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10148,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10149,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10150,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10151,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10152,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10153,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10154,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10155,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
10156,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
10157,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
10158,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
10159,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10160,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10161,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
10162,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10163,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10164,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10165,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10166,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10167,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10168,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10169,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
10170,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
10171,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
10172,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
10173,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
10174,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
10175,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10176,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10177,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
10178,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
10179,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
10180,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
10181,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
10182,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
10183,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
10184,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
10185,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
10186,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
10187,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
10188,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10189,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10190,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10191,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10192,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10193,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10194,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10195,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10196,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
10197,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10198,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
10199,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
10200,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
10201,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
10202,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
10203,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
10204,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
10205,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
10206,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
10207,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
10208,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10209,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10210,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10211,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10212,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10213,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10214,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
10215,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10216,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10217,B E ,Electronics  Telecommunication Engineering,MITCOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10218,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10219,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
10220,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10221,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10222,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10223,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10224,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10225,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10226,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10227,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10228,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10229,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10230,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10231,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10232,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10233,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10234,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10235,B E ,Computer Science  Engineering,MITCOE,"C, Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
10236,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10237,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10238,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10239,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10240,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10241,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10242,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10243,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10244,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
10245,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10246,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10247,B E ,Mechanical,MITCOE,CATIA
10248,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10249,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10250,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10251,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
10252,B E ,Mechanical,MITCOE,CATIA
10253,B E ,Mechanical,MITAOE,CATIA
10254,B E ,Mechanical,MITCOE,CATIA
10255,B E ,Mechanical,MITAOE,"CAD,CAM"
10256,B E ,Mechanical,MITAOE,"CAD,CAM"
10257,B E ,Mechanical,MITCOE,"CAD,CAM"
10258,B E ,Mechanical,MITCOE,"CAD,CAM"
10259,B E ,Mechanical,MITAOE,"CAD,CAM"
10260,B E ,Mechanical,MITAOE,AUTOCAD
10261,B E ,Mechanical,MITAOE,"CAD,CAM"
10262,B E ,Mechanical,MITAOE,"ProE,CATIA"
10263,B E ,Mechanical,MITAOE,"CAD,CAM"
10264,B E ,Mechanical,MITAOE,AUTOCAD
10265,B E ,Mechanical,MITCOE,"ProE,CATIA"
10266,B E ,Mechanical,MITCOE,"ProE,CATIA"
10267,B E ,Mechanical,MITCOE,"ProE,CATIA"
10268,B E ,Mechanical,MITAOE,"ProE,CATIA"
10269,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10270,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10271,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10272,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10273,B E ,Mechanical,MITCOE,"ProE,CATIA"
10274,B E ,Mechanical,MITAOE,"ProE,CATIA"
10275,B E ,Mechanical,MITCOE,"ProE,CATIA"
10276,B E ,Mechanical,MITCOE,"ProE,CATIA"
10277,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10278,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10279,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10280,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10281,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10282,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10283,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10284,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10285,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10286,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10287,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10288,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10289,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10290,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10291,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
10292,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
10293,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10294,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10295,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
10296,B E ,Mechanical,MITCOE,CATIA
10297,B E ,Mechanical,MITAOE,CATIA
10298,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
10299,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
10300,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
