sr_,degree_1,campus,key_skills,key_skills_str,degree_1_specializations_Civil Engineering,degree_1_specializations_Computer Science Engineering,degree_1_specializations_Electronics  Telecommunication Engineering,degree_1_specializations_Mechanical
2767,0,2,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS",False,True,False,False
2768,0,3,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS",False,True,False,False
2769,0,2,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2770,0,3,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2771,0,2,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2772,0,3,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2773,0,3,['CATIA'],CATIA,False,False,False,True
2774,0,3,['CATIA'],CATIA,False,False,False,True
2775,0,3,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2776,0,3,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2777,0,3,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2778,0,1,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2779,0,1,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2780,0,3,['CATIA'],CATIA,False,False,False,True
2781,0,3,['CATIA'],CATIA,False,False,False,True
2782,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2783,0,2,['AUTOCAD'],AUTOCAD,False,False,False,True
2784,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2785,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2786,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2787,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2788,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2789,0,2,['AUTOCAD'],AUTOCAD,False,False,False,True
2790,0,1,"['LoRatformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRatformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2791,0,2,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2792,0,1,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2793,1,0,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2794,1,0,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2795,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2796,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2797,0,2,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2798,0,2,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2799,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2800,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2801,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2802,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2803,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2804,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2805,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2806,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2807,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2808,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2809,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2810,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2811,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2812,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2813,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2814,0,3,"['C,JAVA']","C,JAVA",False,False,True,False
2815,1,0,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2816,1,0,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2817,0,2,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, Android, php, CSS']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, Android, php, CSS",False,False,True,False
2818,0,3,['CATIA'],CATIA,False,False,False,True
2819,0,2,['CATIA'],CATIA,False,False,False,True
2820,1,0,"['C,JAVA']","C,JAVA",False,False,True,False
2821,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2822,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2823,0,3,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C ",False,False,True,False
2824,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2825,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2826,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2827,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2828,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2829,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2830,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2831,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2832,0,2,['AUTOCAD'],AUTOCAD,False,False,False,True
2833,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2834,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2835,0,2,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2836,1,0,"['EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL']","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL",False,False,True,False
2837,0,2,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2838,0,2,['CATIA'],CATIA,False,False,False,True
2839,0,2,['CATIA'],CATIA,False,False,False,True
2840,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2841,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2842,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2843,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2844,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2845,0,3,['CATIA'],CATIA,False,False,False,True
2846,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2847,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2848,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2849,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2850,0,2,['AUTOCAD'],AUTOCAD,False,False,False,True
2851,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2852,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2853,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2854,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2855,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2856,0,3,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2857,0,2,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2858,0,3,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2859,0,2,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2860,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2861,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2862,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2863,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2864,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2865,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2866,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2867,0,2,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2868,0,2,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2869,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2870,0,2,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2871,0,3,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2872,1,0,"['LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows']","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows",False,False,True,False
2873,0,2,['CATIA'],CATIA,False,False,False,True
2874,0,3,['CATIA'],CATIA,False,False,False,True
2875,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2876,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2877,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2878,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2879,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2880,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2881,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2882,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2883,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2884,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2885,0,3,"['CAD,CAM']","CAD,CAM",False,False,False,True
2886,0,2,"['CAD,CAM']","CAD,CAM",False,False,False,True
2887,0,2,['AUTOCAD'],AUTOCAD,False,False,False,True
2888,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2889,0,3,['AUTOCAD'],AUTOCAD,False,False,False,True
2890,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2891,0,2,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2892,0,3,"['ProE,CATIA']","ProE,CATIA",False,False,False,True
2893,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2894,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2895,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2896,0,2,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2897,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2898,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2899,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2900,0,2,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil",False,False,True,False
2901,0,2,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil",False,False,True,False
2902,0,2,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil",False,False,True,False
2903,1,0,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil",False,False,True,False
2904,0,2,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS",False,True,False,False
2905,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2906,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2907,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2908,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2909,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2910,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2911,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2912,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2913,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2914,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2915,0,3,"['AutoCAD, PROE']","AutoCAD, PROE",False,False,False,True
2916,0,2,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2917,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2918,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2919,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2920,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2921,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2922,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2923,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2924,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2925,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2926,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2927,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2928,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2929,0,2,"['C,JAVA']","C,JAVA",False,False,True,False
2930,0,2,"['C,JAVA']","C,JAVA",False,False,True,False
2931,0,1,"['C,JAVA']","C,JAVA",False,False,True,False
2932,0,1,"['C,JAVA']","C,JAVA",False,False,True,False
2933,1,0,"['C,JAVA']","C,JAVA",False,False,True,False
2934,0,2,"['C,PCB design']","C,PCB design",False,False,True,False
2935,0,3,"['SOLIDWORKS, AUTOCAD, CREO']","SOLIDWORKS, AUTOCAD, CREO",False,False,False,True
2936,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2937,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2938,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2939,0,3,"['MSCIT, Leadership, AUTOCAD']","MSCIT, Leadership, AUTOCAD",True,False,False,False
2940,0,2,"['C,PCB design']","C,PCB design",False,False,True,False
2941,0,1,"['C,PCB design']","C,PCB design",False,False,True,False
2942,1,0,"['C,PCB design']","C,PCB design",False,False,True,False
2943,0,3,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C ",False,False,True,False
2944,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2945,0,2,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C ",False,False,True,False
2946,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2947,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2948,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2949,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2950,0,3,"['C,JAVA']","C,JAVA",False,False,True,False
2951,0,1,"['C,JAVA']","C,JAVA",False,False,True,False
2952,0,1,"['C,JAVA']","C,JAVA",False,False,True,False
2953,0,3,"['C,PCB design']","C,PCB design",False,False,True,False
2954,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2955,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2956,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2957,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2958,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2959,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2960,0,3,"['C,JAVA']","C,JAVA",False,False,True,False
2961,0,2,"['C,JAVA']","C,JAVA",False,False,True,False
2962,0,1,"['C,JAVA']","C,JAVA",False,False,True,False
2963,1,0,"['C,JAVA']","C,JAVA",False,False,True,False
2964,0,3,"['C,PCB design']","C,PCB design",False,False,True,False
2965,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2966,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2967,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2968,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2969,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2970,0,2,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2971,0,2,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2972,0,2,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2973,0,3,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2974,0,2,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2975,0,2,"['C,PCB design']","C,PCB design",False,False,True,False
2976,0,2,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C ",False,False,True,False
2977,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2978,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2979,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2980,0,3,"['Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS']","Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS",False,True,False,False
2981,0,2,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2982,0,1,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2983,1,0,"['AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP']","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP",False,False,True,False
2984,0,2,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2985,0,3,"['C, Java, CPP, HTML, CMStool, MYSQL']","C, Java, CPP, HTML, CMStool, MYSQL",False,True,False,False
2986,0,1,"['EmbeddedC, MATLAB, C ']","EmbeddedC, MATLAB, C ",False,False,True,False
2987,0,3,"['CPPProgramming, Core JAVA, CProgramming, MySql']","CPPProgramming, Core JAVA, CProgramming, MySql",False,True,False,False
2988,0,3,"['EmbeddedC, MATLAB, Cprogramming, Keil']","EmbeddedC, MATLAB, Cprogramming, Keil",False,False,True,False
